Região,UF,IBGE,Município,População*,Domicílios com a TRIA aplicada,Domicílios em risco de insegurança alimentar,% Domicílios em risco de insegurança alimentar,Pessoas em domicílios em risco de insegurança alimentar,Domicílios em risco de insegurança alimentar com pessoas com deficiência,% de domicílios em risco de insegurança alimentar com pessoas com deficiência,Domicílios em risco de insegurança alimentar com pessoas em situação de rua,% de domicílios em risco de insegurança alimentar com pessoas em situação de rua,Domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,% de domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,Domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,% de domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,Domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,Domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,% de domicílios com RF respondente autodeclarado pardo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,% de domicílios com RF respondente autodeclarado branco,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,% de domicílios com RF respondente autodeclarado amarelo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,% de domicílios com RF respondente autodeclarado preto,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,% de domicílios com RF respondente autodeclarado indígena,Competência
NORDESTE,BA,292210.0,MUNDO NOVO,17197.0,5167.0,960.0,18.6,2664.0,95.0,9.9,2.0,0.2,19.0,2.0,464.0,48.3,572.0,66.1,294.0,33.9,587.0,67.8,121.0,14.0,6.0,0.7,152.0,17.6,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292220.0,MUNIZ FERREIRA,7453.0,3025.0,470.0,15.5,1330.0,59.0,12.6,0.0,0.0,3.0,0.6,192.0,40.9,254.0,60.5,166.0,39.5,258.0,61.4,4.0,1.0,10.0,2.4,149.0,35.5,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292225.0,MUQUEM DE SAO FRANCISCO,10803.0,3362.0,498.0,14.8,1900.0,36.0,7.2,0.0,0.0,442.0,88.8,318.0,63.9,282.0,67.5,136.0,32.5,195.0,46.7,14.0,3.3,2.0,0.5,207.0,49.5,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292230.0,MURITIBA,30180.0,8735.0,1715.0,19.6,5278.0,246.0,14.3,0.0,0.0,11.0,0.6,829.0,48.3,1029.0,67.0,507.0,33.0,953.0,62.0,117.0,7.6,3.0,0.2,464.0,30.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292240.0,MUTUIPE,20590.0,7118.0,610.0,8.6,1813.0,81.0,13.3,0.0,0.0,2.0,0.3,307.0,50.3,371.0,67.5,179.0,32.5,244.0,44.4,56.0,10.2,6.0,1.1,244.0,44.4,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292250.0,NAZARE,28427.0,7677.0,950.0,12.4,2938.0,136.0,14.3,0.0,0.0,3.0,0.3,494.0,52.0,595.0,74.1,208.0,25.9,456.0,56.8,46.0,5.7,13.0,1.6,287.0,35.7,1.0,0.1,nov/2023 a abr/2026
NORDESTE,BA,292260.0,NILO PECANHA,12399.0,3733.0,464.0,12.4,1419.0,91.0,19.6,0.0,0.0,3.0,0.6,279.0,60.1,239.0,56.5,184.0,43.5,240.0,56.7,56.0,13.2,0.0,0.0,127.0,30.0,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292265.0,NORDESTINA,19711.0,4392.0,1194.0,27.2,3578.0,137.0,11.5,2.0,0.2,334.0,28.0,623.0,52.2,819.0,74.0,288.0,26.0,850.0,76.8,127.0,11.5,13.0,1.2,117.0,10.6,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292270.0,NOVA CANAA,13970.0,3976.0,269.0,6.8,882.0,33.0,12.3,0.0,0.0,11.0,4.1,124.0,46.1,182.0,70.5,76.0,29.5,159.0,61.6,55.0,21.3,1.0,0.4,43.0,16.7,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292273.0,NOVA FATIMA,8283.0,2389.0,156.0,6.5,514.0,29.0,18.6,0.0,0.0,2.0,1.3,86.0,55.1,70.0,47.9,76.0,52.1,128.0,87.7,8.0,5.5,1.0,0.7,9.0,6.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292275.0,NOVA IBIA,6696.0,2758.0,215.0,7.8,694.0,19.0,8.8,2.0,0.9,20.0,9.3,116.0,54.0,107.0,52.7,96.0,47.3,145.0,71.4,8.0,3.9,0.0,0.0,50.0,24.6,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292280.0,NOVA ITARANA,8073.0,2552.0,160.0,6.3,535.0,17.0,10.6,0.0,0.0,0.0,0.0,83.0,51.9,73.0,55.7,58.0,44.3,119.0,90.8,5.0,3.8,3.0,2.3,4.0,3.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292285.0,NOVA REDENCAO,7670.0,78.0,5.0,6.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,1.0,50.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292290.0,NOVA SOURE,24865.0,6819.0,706.0,10.4,2359.0,75.0,10.6,0.0,0.0,1.0,0.1,409.0,57.9,470.0,69.9,202.0,30.1,504.0,75.0,80.0,11.9,23.0,3.4,65.0,9.7,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292300.0,NOVA VICOSA,41629.0,7452.0,267.0,3.6,938.0,25.0,9.4,1.0,0.4,20.0,7.5,160.0,59.9,158.0,69.6,69.0,30.4,153.0,67.4,27.0,11.9,0.0,0.0,46.0,20.3,1.0,0.4,nov/2023 a abr/2026
NORDESTE,BA,292303.0,NOVO HORIZONTE,11586.0,2480.0,403.0,16.2,1180.0,37.0,9.2,0.0,0.0,7.0,1.7,204.0,50.6,137.0,36.2,241.0,63.8,196.0,51.9,132.0,34.9,0.0,0.0,49.0,13.0,1.0,0.3,nov/2023 a abr/2026
NORDESTE,BA,292305.0,NOVO TRIUNFO,11060.0,2329.0,246.0,10.6,795.0,30.0,12.2,0.0,0.0,1.0,0.4,139.0,56.5,162.0,71.4,65.0,28.6,132.0,58.1,50.0,22.0,1.0,0.4,45.0,19.8,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292310.0,OLINDINA,22956.0,7929.0,187.0,2.4,516.0,18.0,9.6,0.0,0.0,2.0,1.1,89.0,47.6,124.0,69.3,55.0,30.7,119.0,66.5,9.0,5.0,0.0,0.0,51.0,28.5,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292320.0,OLIVEIRA DOS BREJINHOS,21323.0,6823.0,999.0,14.6,3011.0,133.0,13.3,0.0,0.0,7.0,0.7,530.0,53.1,512.0,58.5,363.0,41.5,711.0,81.3,114.0,13.0,5.0,0.6,47.0,5.4,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292330.0,OURICANGAS,7925.0,2942.0,668.0,22.7,2181.0,99.0,14.8,0.0,0.0,13.0,1.9,380.0,56.9,375.0,66.5,189.0,33.5,274.0,48.6,13.0,2.3,2.0,0.4,275.0,48.8,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292335.0,OUROLANDIA,20141.0,3121.0,442.0,14.2,1486.0,48.0,10.9,0.0,0.0,0.0,0.0,262.0,59.3,317.0,84.8,57.0,15.2,313.0,83.7,23.0,6.1,4.0,1.1,34.0,9.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292340.0,PALMAS DE MONTE ALTO,20666.0,4624.0,222.0,4.8,779.0,29.0,13.1,0.0,0.0,12.0,5.4,140.0,63.1,149.0,76.4,46.0,23.6,155.0,79.5,20.0,10.3,4.0,2.1,16.0,8.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292350.0,PALMEIRAS,10894.0,3828.0,276.0,7.2,827.0,52.0,18.8,0.0,0.0,8.0,2.9,141.0,51.1,148.0,56.3,115.0,43.7,189.0,71.9,33.0,12.5,1.0,0.4,38.0,14.4,2.0,0.8,nov/2023 a abr/2026
NORDESTE,BA,292360.0,PARAMIRIM,21025.0,4638.0,314.0,6.8,1013.0,40.0,12.7,2.0,0.6,1.0,0.3,169.0,53.8,210.0,76.4,65.0,23.6,125.0,45.5,79.0,28.7,1.0,0.4,70.0,25.5,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292370.0,PARATINGA,30680.0,7562.0,1253.0,16.6,4559.0,116.0,9.3,0.0,0.0,403.0,32.2,751.0,59.9,726.0,62.3,440.0,37.7,786.0,67.4,117.0,10.0,12.0,1.0,250.0,21.4,1.0,0.1,nov/2023 a abr/2026
NORDESTE,BA,292380.0,PARIPIRANGA,27860.0,7898.0,192.0,2.4,622.0,23.0,12.0,0.0,0.0,6.0,3.1,117.0,60.9,95.0,58.6,67.0,41.4,123.0,75.9,31.0,19.1,1.0,0.6,7.0,4.3,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292390.0,PAU BRASIL,9537.0,2858.0,191.0,6.7,571.0,41.0,21.5,0.0,0.0,33.0,17.3,92.0,48.2,89.0,51.7,83.0,48.3,111.0,64.5,19.0,11.0,0.0,0.0,29.0,16.9,13.0,7.6,nov/2023 a abr/2026
NORDESTE,BA,292400.0,PAULO AFONSO,119418.0,8909.0,514.0,5.8,1747.0,77.0,15.0,7.0,1.4,20.0,3.9,282.0,54.9,360.0,82.2,78.0,17.8,363.0,82.9,28.0,6.4,23.0,5.3,21.0,4.8,3.0,0.7,nov/2023 a abr/2026
NORDESTE,BA,292405.0,PE DE SERRA,13677.0,5001.0,479.0,9.6,1553.0,74.0,15.4,0.0,0.0,15.0,3.1,279.0,58.2,331.0,72.9,123.0,27.1,346.0,76.2,33.0,7.3,7.0,1.5,68.0,15.0,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292410.0,PEDRAO,6403.0,1893.0,215.0,11.4,766.0,25.0,11.6,0.0,0.0,59.0,27.4,109.0,50.7,131.0,65.2,70.0,34.8,91.0,45.3,1.0,0.5,1.0,0.5,108.0,53.7,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292420.0,PEDRO ALEXANDRE,14226.0,2104.0,387.0,18.4,1095.0,27.0,7.0,0.0,0.0,2.0,0.5,217.0,56.1,194.0,57.4,144.0,42.6,303.0,89.6,24.0,7.1,1.0,0.3,10.0,3.0,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292430.0,PIATA,20938.0,5276.0,214.0,4.1,682.0,15.0,7.0,0.0,0.0,5.0,2.3,126.0,58.9,101.0,49.8,102.0,50.2,123.0,60.6,41.0,20.2,3.0,1.5,36.0,17.7,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292440.0,PILAO ARCADO,37388.0,4568.0,598.0,13.1,2103.0,60.0,10.0,0.0,0.0,24.0,4.0,385.0,64.4,320.0,57.8,234.0,42.2,472.0,85.2,44.0,7.9,4.0,0.7,34.0,6.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292450.0,PINDAI,15125.0,5311.0,404.0,7.6,1253.0,40.0,9.9,0.0,0.0,28.0,6.9,203.0,50.2,203.0,58.3,145.0,41.7,277.0,79.6,31.0,8.9,0.0,0.0,40.0,11.5,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292460.0,PINDOBACU,19601.0,6976.0,1472.0,21.1,4352.0,172.0,11.7,0.0,0.0,85.0,5.8,742.0,50.4,886.0,65.7,462.0,34.3,1065.0,79.0,105.0,7.8,11.0,0.8,167.0,12.4,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292465.0,PINTADAS,10654.0,2565.0,425.0,16.6,1288.0,64.0,15.1,0.0,0.0,5.0,1.2,213.0,50.1,295.0,77.2,87.0,22.8,303.0,79.3,33.0,8.6,15.0,3.9,31.0,8.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292467.0,PIRAI DO NORTE,11481.0,2284.0,356.0,15.6,1020.0,50.0,14.0,0.0,0.0,1.0,0.3,208.0,58.4,239.0,68.7,109.0,31.3,215.0,61.8,32.0,9.2,3.0,0.9,98.0,28.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292470.0,PIRIPA,9143.0,3848.0,128.0,3.3,423.0,16.0,12.5,0.0,0.0,12.0,9.4,84.0,65.6,91.0,78.4,25.0,21.6,100.0,86.2,10.0,8.6,0.0,0.0,6.0,5.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292480.0,PIRITIBA,17697.0,5364.0,235.0,4.4,669.0,39.0,16.6,1.0,0.4,2.0,0.9,113.0,48.1,156.0,72.6,59.0,27.4,134.0,62.3,28.0,13.0,6.0,2.8,47.0,21.9,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292490.0,PLANALTINO,8239.0,2396.0,204.0,8.5,609.0,25.0,12.3,0.0,0.0,26.0,12.7,98.0,48.0,78.0,42.6,105.0,57.4,143.0,78.1,20.0,10.9,0.0,0.0,20.0,10.9,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292500.0,PLANALTO,24026.0,8247.0,770.0,9.3,2220.0,112.0,14.5,0.0,0.0,4.0,0.5,345.0,44.8,526.0,74.5,180.0,25.5,537.0,76.1,96.0,13.6,8.0,1.1,66.0,9.3,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292510.0,POCOES,50773.0,9698.0,952.0,9.8,3251.0,158.0,16.6,0.0,0.0,25.0,2.6,532.0,55.9,573.0,75.5,186.0,24.5,566.0,74.6,100.0,13.2,8.0,1.1,85.0,11.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292520.0,POJUCA,33573.0,9793.0,1524.0,15.6,4490.0,209.0,13.7,1.0,0.1,16.0,1.0,786.0,51.6,1172.0,81.2,272.0,18.8,1005.0,69.6,73.0,5.1,18.0,1.2,348.0,24.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292525.0,PONTO NOVO,18763.0,4255.0,24.0,0.6,89.0,3.0,12.5,0.0,0.0,1.0,4.2,18.0,75.0,11.0,91.7,1.0,8.3,10.0,83.3,1.0,8.3,0.0,0.0,1.0,8.3,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292530.0,PORTO SEGURO,182630.0,24895.0,2551.0,10.2,8534.0,312.0,12.2,2.0,0.1,14.0,0.5,1567.0,61.4,1712.0,79.3,447.0,20.7,1507.0,69.8,280.0,13.0,23.0,1.1,337.0,15.6,12.0,0.6,nov/2023 a abr/2026
NORDESTE,BA,292540.0,POTIRAGUA,10651.0,1789.0,103.0,5.8,344.0,11.0,10.7,0.0,0.0,2.0,1.9,62.0,60.2,58.0,66.7,29.0,33.3,57.0,65.5,9.0,10.3,0.0,0.0,21.0,24.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292550.0,PRADO,37533.0,8538.0,1430.0,16.7,4929.0,160.0,11.2,6.0,0.4,26.0,1.8,841.0,58.8,869.0,74.6,296.0,25.4,760.0,65.2,128.0,11.0,76.0,6.5,192.0,16.5,9.0,0.8,nov/2023 a abr/2026
NORDESTE,BA,292560.0,PRESIDENTE DUTRA,15677.0,4174.0,277.0,6.6,947.0,18.0,6.5,0.0,0.0,37.0,13.4,160.0,57.8,137.0,55.9,108.0,44.1,153.0,62.4,62.0,25.3,4.0,1.6,26.0,10.6,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292570.0,PRESIDENTE JANIO QUADROS,12963.0,4728.0,187.0,4.0,579.0,34.0,18.2,0.0,0.0,0.0,0.0,97.0,51.9,104.0,64.6,57.0,35.4,101.0,62.7,55.0,34.2,0.0,0.0,5.0,3.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292575.0,PRESIDENTE TANCREDO NEVES,29489.0,9995.0,1126.0,11.3,3629.0,207.0,18.4,0.0,0.0,91.0,8.1,633.0,56.2,634.0,64.1,355.0,35.9,625.0,63.2,69.0,7.0,3.0,0.3,292.0,29.5,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292580.0,QUEIMADAS,27429.0,5605.0,294.0,5.2,948.0,36.0,12.2,0.0,0.0,7.0,2.4,175.0,59.5,181.0,68.8,82.0,31.2,232.0,88.2,20.0,7.6,0.0,0.0,11.0,4.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292590.0,QUIJINGUE,26443.0,8707.0,585.0,6.7,1766.0,39.0,6.7,0.0,0.0,3.0,0.5,301.0,51.5,395.0,76.1,124.0,23.9,492.0,94.8,12.0,2.3,1.0,0.2,13.0,2.5,1.0,0.2,nov/2023 a abr/2026
NORDESTE,BA,292593.0,QUIXABEIRA,9839.0,2248.0,174.0,7.7,496.0,25.0,14.4,1.0,0.6,107.0,61.5,76.0,43.7,105.0,66.9,52.0,33.1,84.0,53.5,18.0,11.5,1.0,0.6,54.0,34.4,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292595.0,RAFAEL JAMBEIRO,20081.0,6196.0,1066.0,17.2,3310.0,153.0,14.4,1.0,0.1,3.0,0.3,564.0,52.9,613.0,64.8,333.0,35.2,733.0,77.5,58.0,6.1,1.0,0.1,154.0,16.3,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292600.0,REMANSO,42855.0,2872.0,403.0,14.0,1463.0,35.0,8.7,0.0,0.0,61.0,15.1,248.0,61.5,313.0,83.7,61.0,16.3,240.0,64.2,52.0,13.9,31.0,8.3,51.0,13.6,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292610.0,RETIROLANDIA,14174.0,4456.0,166.0,3.7,555.0,25.0,15.1,0.0,0.0,6.0,3.6,98.0,59.0,118.0,78.7,32.0,21.3,94.0,62.7,19.0,12.7,0.0,0.0,37.0,24.7,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292620.0,RIACHAO DAS NEVES,22329.0,4804.0,1411.0,29.4,4543.0,132.0,9.4,4.0,0.3,45.0,3.2,704.0,49.9,878.0,69.2,390.0,30.8,962.0,75.9,115.0,9.1,17.0,1.3,174.0,13.7,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292630.0,RIACHAO DO JACUIPE,35188.0,11524.0,2613.0,22.7,7995.0,329.0,12.6,3.0,0.1,15.0,0.6,1391.0,53.2,1539.0,65.4,813.0,34.6,1540.0,65.5,260.0,11.1,38.0,1.6,513.0,21.8,1.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292640.0,RIACHO DE SANTANA,32060.0,8870.0,782.0,8.8,2468.0,85.0,10.9,0.0,0.0,66.0,8.4,386.0,49.4,488.0,67.7,233.0,32.3,379.0,52.6,194.0,26.9,6.0,0.8,142.0,19.7,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292650.0,RIBEIRA DO AMPARO,14528.0,3090.0,420.0,13.6,1266.0,30.0,7.1,0.0,0.0,1.0,0.2,203.0,48.3,239.0,60.7,155.0,39.3,339.0,86.0,28.0,7.1,7.0,1.8,20.0,5.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292660.0,RIBEIRA DO POMBAL,56316.0,18601.0,1390.0,7.5,4374.0,178.0,12.8,0.0,0.0,10.0,0.7,721.0,51.9,833.0,64.2,464.0,35.8,962.0,74.2,186.0,14.3,12.0,0.9,128.0,9.9,11.0,0.8,nov/2023 a abr/2026
NORDESTE,BA,292665.0,RIBEIRAO DO LARGO,10029.0,2927.0,268.0,9.2,893.0,40.0,14.9,0.0,0.0,47.0,17.5,137.0,51.1,116.0,48.9,121.0,51.1,170.0,71.7,16.0,6.8,0.0,0.0,21.0,8.9,30.0,12.7,nov/2023 a abr/2026
NORDESTE,BA,292670.0,RIO DE CONTAS,13634.0,4712.0,4.0,0.1,16.0,1.0,25.0,0.0,0.0,0.0,0.0,2.0,50.0,3.0,75.0,1.0,25.0,1.0,25.0,2.0,50.0,0.0,0.0,1.0,25.0,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292680.0,RIO DO ANTONIO,13495.0,4178.0,43.0,1.0,143.0,5.0,11.6,0.0,0.0,9.0,20.9,34.0,79.1,30.0,71.4,12.0,28.6,20.0,47.6,16.0,38.1,0.0,0.0,6.0,14.3,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292690.0,RIO DO PIRES,10781.0,3173.0,280.0,8.8,852.0,48.0,17.1,0.0,0.0,1.0,0.4,138.0,49.3,212.0,79.1,56.0,20.9,149.0,55.6,78.0,29.1,5.0,1.9,36.0,13.4,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292700.0,RIO REAL,36966.0,10415.0,584.0,5.6,1987.0,3.0,0.5,0.0,0.0,1.0,0.2,337.0,57.7,328.0,65.9,170.0,34.1,413.0,82.9,52.0,10.4,6.0,1.2,27.0,5.4,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292710.0,RODELAS,10884.0,1885.0,166.0,8.8,587.0,24.0,14.5,0.0,0.0,51.0,30.7,96.0,57.8,111.0,84.1,21.0,15.9,80.0,60.6,23.0,17.4,3.0,2.3,15.0,11.4,11.0,8.3,nov/2023 a abr/2026
NORDESTE,BA,292720.0,RUY BARBOSA,29590.0,7119.0,732.0,10.3,2482.0,159.0,21.7,0.0,0.0,18.0,2.5,385.0,52.6,408.0,63.8,231.0,36.2,501.0,78.4,56.0,8.8,5.0,0.8,77.0,12.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292730.0,SALINAS DA MARGARIDA,15629.0,3378.0,702.0,20.8,2333.0,69.0,9.8,0.0,0.0,21.0,3.0,372.0,53.0,496.0,81.7,111.0,18.3,303.0,49.9,10.0,1.6,2.0,0.3,293.0,48.3,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292740.0,SALVADOR,2564204.0,94878.0,27944.0,29.5,90664.0,886.0,3.2,75.0,0.3,278.0,1.0,11003.0,39.4,17102.0,67.9,8087.0,32.1,13654.0,54.2,1251.0,5.0,1178.0,4.7,9100.0,36.1,6.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292750.0,SANTA BARBARA,21787.0,4429.0,508.0,11.5,1456.0,57.0,11.2,0.0,0.0,16.0,3.1,288.0,56.7,326.0,69.7,142.0,30.3,347.0,74.1,22.0,4.7,0.0,0.0,99.0,21.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292760.0,SANTA BRIGIDA,15417.0,4290.0,68.0,1.6,218.0,12.0,17.6,0.0,0.0,0.0,0.0,38.0,55.9,50.0,74.6,17.0,25.4,57.0,85.1,5.0,7.5,3.0,4.5,2.0,3.0,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292770.0,SANTA CRUZ CABRALIA,31007.0,4830.0,838.0,17.3,2565.0,136.0,16.2,8.0,1.0,17.0,2.0,442.0,52.7,502.0,74.8,169.0,25.2,489.0,72.9,82.0,12.2,4.0,0.6,76.0,11.3,20.0,3.0,nov/2023 a abr/2026
NORDESTE,BA,292780.0,SANTA CRUZ DA VITORIA,4663.0,1232.0,68.0,5.5,199.0,14.0,20.6,0.0,0.0,1.0,1.5,30.0,44.1,38.0,58.5,27.0,41.5,46.0,70.8,10.0,15.4,0.0,0.0,8.0,12.3,1.0,1.5,nov/2023 a abr/2026
NORDESTE,BA,292790.0,SANTA INES,10625.0,3731.0,512.0,13.7,1629.0,65.0,12.7,0.0,0.0,6.0,1.2,265.0,51.8,316.0,65.3,168.0,34.7,252.0,52.1,57.0,11.8,10.0,2.1,165.0,34.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292805.0,SANTA LUZIA,14392.0,3345.0,387.0,11.6,1329.0,80.0,20.7,0.0,0.0,0.0,0.0,222.0,57.4,181.0,54.8,149.0,45.2,254.0,77.0,22.0,6.7,0.0,0.0,52.0,15.8,2.0,0.6,nov/2023 a abr/2026
NORDESTE,BA,292810.0,SANTA MARIA DA VITORIA,40474.0,8394.0,482.0,5.7,1670.0,76.0,15.8,0.0,0.0,17.0,3.5,285.0,59.1,328.0,78.1,92.0,21.9,258.0,61.4,81.0,19.3,5.0,1.2,76.0,18.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292840.0,SANTA RITA DE CASSIA,28890.0,6350.0,2540.0,40.0,8786.0,337.0,13.3,11.0,0.4,61.0,2.4,1447.0,57.0,1343.0,57.2,1006.0,42.8,1654.0,70.4,315.0,13.4,57.0,2.4,322.0,13.7,1.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292850.0,SANTA TEREZINHA,10882.0,4059.0,317.0,7.8,884.0,52.0,16.4,0.0,0.0,7.0,2.2,156.0,49.2,151.0,53.2,133.0,46.8,222.0,78.2,25.0,8.8,2.0,0.7,35.0,12.3,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292800.0,SANTALUZ,40066.0,7390.0,1490.0,20.2,4427.0,140.0,9.4,2.0,0.1,14.0,0.9,742.0,49.8,729.0,53.0,646.0,47.0,1032.0,75.1,113.0,8.2,32.0,2.3,198.0,14.4,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292820.0,SANTANA,25521.0,8465.0,1049.0,12.4,3427.0,109.0,10.4,1.0,0.1,1.0,0.1,584.0,55.7,641.0,70.3,271.0,29.7,666.0,73.0,132.0,14.5,3.0,0.3,111.0,12.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292830.0,SANTANOPOLIS,9035.0,1805.0,261.0,14.5,872.0,39.0,14.9,0.0,0.0,4.0,1.5,133.0,51.0,119.0,51.1,114.0,48.9,161.0,69.1,7.0,3.0,1.0,0.4,64.0,27.5,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292860.0,SANTO AMARO,58398.0,13152.0,2549.0,19.4,7356.0,180.0,7.1,0.0,0.0,346.0,13.6,1102.0,43.2,1540.0,65.0,828.0,35.0,1328.0,56.1,38.0,1.6,56.0,2.4,946.0,39.9,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292870.0,SANTO ANTONIO DE JESUS,109791.0,38973.0,503.0,1.3,1418.0,77.0,15.3,0.0,0.0,5.0,1.0,275.0,54.7,376.0,80.7,90.0,19.3,237.0,50.9,35.0,7.5,7.0,1.5,187.0,40.1,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292880.0,SANTO ESTEVAO,55146.0,13675.0,1181.0,8.6,3714.0,167.0,14.1,0.0,0.0,3.0,0.3,683.0,57.8,798.0,71.4,319.0,28.6,712.0,63.7,87.0,7.8,6.0,0.5,311.0,27.8,1.0,0.1,nov/2023 a abr/2026
NORDESTE,BA,292890.0,SAO DESIDERIO,34982.0,4987.0,457.0,9.2,1524.0,52.0,11.4,0.0,0.0,6.0,1.3,254.0,55.6,247.0,58.0,179.0,42.0,393.0,92.3,20.0,4.7,5.0,1.2,8.0,1.9,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292895.0,SAO DOMINGOS,8690.0,3126.0,76.0,2.4,204.0,7.0,9.2,0.0,0.0,0.0,0.0,28.0,36.8,29.0,39.2,45.0,60.8,62.0,83.8,3.0,4.1,0.0,0.0,9.0,12.2,0.0,0.0,nov/2023 a abr/2026
NORDESTE,BA,292910.0,SAO FELIPE,20923.0,8062.0,638.0,7.9,1842.0,91.0,14.3,0.0,0.0,13.0,2.0,338.0,53.0,345.0,63.0,203.0,37.0,355.0,64.8,46.0,8.4,0.0,0.0,147.0,26.8,0.0,0.0,nov/2023 a abr/2026
