"Região","UF","IBGE","Município","População*","Domicílios com a TRIA aplicada","Domicílios em risco de insegurança alimentar","% Domicílios em risco de insegurança alimentar","Pessoas em domicílios em risco de insegurança alimentar","Domicílios em risco de insegurança alimentar com pessoas com deficiência","% de domicílios em risco de insegurança alimentar com pessoas com deficiência","Domicílios em risco de insegurança alimentar com pessoas em situação de rua","% de domicílios em risco de insegurança alimentar com pessoas em situação de rua","Domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional","% de domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional","Domicílios em risco de insegurança alimentar com pessoas menores de 18 anos","% de domicílios em risco de insegurança alimentar com pessoas menores de 18 anos","Domicílios em risco de insegurança alimentar com RF respondente do sexo feminino","% de domicílios em risco de insegurança alimentar com RF respondente do sexo feminino","Domicílios em risco de insegurança alimentar com RF respondente do sexo masculino","% de domicílios em risco de insegurança alimentar com RF respondente do sexo masculino","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo","% de domicílios com RF respondente autodeclarado pardo","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco","% de domicílios com RF respondente autodeclarado branco","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo","% de domicílios com RF respondente autodeclarado amarelo","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto","% de domicílios com RF respondente autodeclarado preto","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena","% de domicílios com RF respondente autodeclarado indígena","Competência"
"NORDESTE","PE","261153","QUIXABA","6753","3022","139","4.6","482","6","4.3","0","0","0","0","80","57.6","87","78.4","24","21.6","70","63.1","37","33.3","0","0","4","3.6","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261160","RECIFE","1588376","267437","32732","12.2","98698","4554","13.9","115","0.4","132","0.4","15446","47.2","22142","73.7","7891","26.3","20512","68.3","5251","17.5","238","0.8","4034","13.4","15","0","nov/2023 a abr/2026"
"NORDESTE","PE","261170","RIACHO DAS ALMAS","21490","2409","118","4.9","364","16","13.6","0","0","0","0","53","44.9","49","45.4","59","54.6","77","71.3","29","26.9","0","0","2","1.9","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261180","RIBEIRAO","33843","11945","14","0.1","52","0","0","0","0","0","0","10","71.4","7","63.6","4","36.4","8","72.7","3","27.3","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261190","RIO FORMOSO","20388","1788","14","0.8","61","1","7.1","0","0","0","0","10","71.4","2","50","2","50","3","75","1","25","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261200","SAIRE","11213","3452","255","7.4","741","26","10.2","0","0","0","0","107","42","65","28.5","163","71.5","108","47.4","111","48.7","0","0","9","3.9","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261210","SALGADINHO","5478","1890","29","1.5","100","3","10.3","0","0","0","0","16","55.2","13","54.2","11","45.8","12","50","9","37.5","1","4.2","2","8.3","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261220","SALGUEIRO","65946","16258","1516","9.3","5058","193","12.7","10","0.7","40","2.6","898","59.2","1040","78.7","282","21.3","1047","79.2","130","9.8","15","1.1","94","7.1","36","2.7","nov/2023 a abr/2026"
"NORDESTE","PE","261230","SALOA","14125","6115","77","1.3","276","10","13","0","0","10","13","49","63.6","33","52.4","30","47.6","50","79.4","10","15.9","1","1.6","2","3.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261240","SANHARO","18812","3951","394","10","1270","40","10.2","0","0","1","0.3","222","56.3","178","53","158","47","171","50.9","147","43.8","1","0.3","16","4.8","1","0.3","nov/2023 a abr/2026"
"NORDESTE","PE","261245","SANTA CRUZ","14342","4069","265","6.5","912","38","14.3","0","0","1","0.4","165","62.3","181","73.9","64","26.1","145","59.2","52","21.2","23","9.4","25","10.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261247","SANTA CRUZ DA BAIXA VERDE","11934","4073","199","4.9","610","50","25.1","0","0","4","2","104","52.3","76","41.5","107","58.5","131","71.6","41","22.4","0","0","11","6","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261250","SANTA CRUZ DO CAPIBARIBE","104854","22176","1894","8.5","5939","221","11.7","0","0","8","0.4","1082","57.1","1293","77.5","375","22.5","1116","66.9","478","28.7","7","0.4","66","4","2","0.1","nov/2023 a abr/2026"
"NORDESTE","PE","261255","SANTA FILOMENA","12360","2168","202","9.3","626","17","8.4","0","0","2","1","91","45","151","83","31","17","159","87.4","17","9.3","4","2.2","2","1.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261260","SANTA MARIA DA BOA VISTA","42782","6887","412","6","1694","46","11.2","0","0","22","5.3","279","67.7","267","75.6","86","24.4","267","75.6","35","9.9","13","3.7","36","10.2","2","0.6","nov/2023 a abr/2026"
"NORDESTE","PE","261270","SANTA MARIA DO CAMBUCA","14586","5289","527","10","1696","63","12","1","0.2","0","0","272","51.6","281","59.4","192","40.6","319","67.4","134","28.3","1","0.2","19","4","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261280","SANTA TEREZINHA","10487","4207","541","12.9","1657","70","12.9","0","0","1","0.2","315","58.2","386","75.2","127","24.8","350","68.2","138","26.9","4","0.8","21","4.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261290","SAO BENEDITO DO SUL","13456","2707","357","13.2","1043","63","17.6","0","0","3","0.8","182","51","167","52","154","48","234","72.9","70","21.8","0","0","17","5.3","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261300","SAO BENTO DO UNA","51165","14065","1186","8.4","3694","185","15.6","3","0.3","5","0.4","648","54.6","617","58","447","42","706","66.4","304","28.6","3","0.3","51","4.8","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261310","SAO CAITANO","39243","10624","470","4.4","1425","60","12.8","0","0","6","1.3","224","47.7","270","64","152","36","248","58.8","144","34.1","1","0.2","29","6.9","1","0.2","nov/2023 a abr/2026"
"NORDESTE","PE","261320","SAO JOAO","24895","8437","574","6.8","1902","39","6.8","0","0","1","0.2","316","55.1","291","57.3","217","42.7","368","72.4","105","20.7","1","0.2","34","6.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261330","SAO JOAQUIM DO MONTE","20438","6585","122","1.9","387","20","16.4","0","0","2","1.6","64","52.5","55","51.4","52","48.6","58","54.2","43","40.2","0","0","6","5.6","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261340","SAO JOSE DA COROA GRANDE","19511","5900","538","9.1","1953","63","11.7","0","0","9","1.7","341","63.4","364","75.7","117","24.3","367","76.3","79","16.4","0","0","36","7.5","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261350","SAO JOSE DO BELMONTE","36890","8828","733","8.3","2309","143","19.5","0","0","8","1.1","413","56.3","416","65.5","219","34.5","529","83.3","73","11.5","5","0.8","27","4.3","1","0.2","nov/2023 a abr/2026"
"NORDESTE","PE","261360","SAO JOSE DO EGITO","32508","13640","930","6.8","2817","100","10.8","1","0.1","2","0.2","484","52","593","72.1","229","27.9","576","70.1","210","25.5","10","1.2","26","3.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261370","SAO LOURENCO DA MATA","118258","35712","3584","10","10380","446","12.4","2","0.1","33","0.9","1706","47.6","2411","74.6","819","25.4","2131","66","706","21.9","7","0.2","388","12","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261380","SAO VICENTE FERRER","17177","5552","341","6.1","1132","47","13.8","0","0","0","0","191","56","160","55.9","126","44.1","217","75.9","55","19.2","0","0","14","4.9","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261390","SERRA TALHADA","98816","27101","2197","8.1","7642","354","16.1","15","0.7","25","1.1","1189","54.1","1278","74.2","445","25.8","1182","68.6","397","23","5","0.3","133","7.7","6","0.3","nov/2023 a abr/2026"
"NORDESTE","PE","261400","SERRITA","18764","2269","99","4.4","390","26","26.3","0","0","3","3","53","53.5","72","82.8","15","17.2","67","77","11","12.6","4","4.6","5","5.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261410","SERTANIA","34271","11330","1062","9.4","3152","143","13.5","0","0","3","0.3","522","49.2","630","65.8","328","34.2","656","68.5","260","27.1","12","1.3","29","3","1","0.1","nov/2023 a abr/2026"
"NORDESTE","PE","261420","SIRINHAEM","39171","6989","565","8.1","1917","87","15.4","1","0.2","0","0","335","59.3","277","58.2","199","41.8","321","67.4","95","20","3","0.6","57","12","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261440","SOLIDAO","5386","1156","275","23.8","780","33","12","0","0","1","0.4","142","51.6","125","46.6","143","53.4","147","54.9","118","44","0","0","3","1.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261450","SURUBIM","67821","18943","1327","7","4084","172","13","2","0.2","8","0.6","644","48.5","830","69.5","364","30.5","608","50.9","479","40.1","20","1.7","88","7.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261460","TABIRA","29180","11453","1097","9.6","3317","110","10","0","0","5","0.5","544","49.6","712","75.3","233","24.7","566","59.9","302","32","23","2.4","54","5.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261470","TACAIMBO","14330","4290","445","10.4","1252","39","8.8","1","0.2","1","0.2","207","46.5","185","45.1","225","54.9","290","70.7","99","24.1","6","1.5","15","3.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261480","TACARATU","24898","2909","189","6.5","672","21","11.1","0","0","15","7.9","116","61.4","116","69","52","31","109","64.9","13","7.7","1","0.6","5","3","40","23.8","nov/2023 a abr/2026"
"NORDESTE","PE","261485","TAMANDARE","24670","7094","370","5.2","1109","36","9.7","4","1.1","4","1.1","212","57.3","255","79.7","65","20.3","240","75","51","15.9","2","0.6","27","8.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261500","TAQUARITINGA DO NORTE","25511","8132","620","7.6","1894","56","9","0","0","0","0","310","50","393","70.1","168","29.9","268","47.8","264","47.1","1","0.2","27","4.8","1","0.2","nov/2023 a abr/2026"
"NORDESTE","PE","261510","TEREZINHA","6853","2565","234","9.1","785","22","9.4","0","0","1","0.4","138","59","152","73.1","56","26.9","163","78.4","42","20.2","0","0","3","1.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261520","TERRA NOVA","9231","2619","384","14.7","1158","49","12.8","1","0.3","6","1.6","170","44.3","253","74.6","86","25.4","270","79.6","42","12.4","1","0.3","26","7.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261530","TIMBAUBA","47312","7135","403","5.6","1197","56","13.9","5","1.2","3","0.7","193","47.9","274","76.8","83","23.2","250","70","47","13.2","3","0.8","58","16.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261540","TORITAMA","43921","10665","421","3.9","1245","44","10.5","0","0","3","0.7","222","52.7","239","63.7","136","36.3","267","71.2","86","22.9","0","0","22","5.9","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261550","TRACUNHAEM","14439","3172","667","21","2014","65","9.7","1","0.1","2","0.3","344","51.6","294","48.6","311","51.4","403","66.6","113","18.7","1","0.2","88","14.5","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261560","TRINDADE","32257","4896","691","14.1","2366","104","15.1","1","0.1","2","0.3","437","63.2","464","74","163","26","496","79.1","106","16.9","6","1","20","3.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261570","TRIUNFO","15141","5789","197","3.4","621","33","16.8","0","0","4","2","107","54.3","77","42.3","105","57.7","136","74.7","27","14.8","4","2.2","15","8.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261580","TUPANATINGA","28141","6850","599","8.7","2157","56","9.3","1","0.2","96","16","374","62.4","298","55.3","241","44.7","434","80.5","62","11.5","5","0.9","38","7.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261590","TUPARETAMA","8261","3609","98","2.7","282","0","0","0","0","1","1","42","42.9","59","72.8","22","27.2","56","69.1","23","28.4","0","0","2","2.5","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261600","VENTUROSA","17563","6458","655","10.1","2066","99","15.1","0","0","0","0","344","52.5","438","75.3","144","24.7","439","75.4","122","21","1","0.2","20","3.4","1","0.2","nov/2023 a abr/2026"
"NORDESTE","PE","261610","VERDEJANTE","9483","1184","97","8.2","368","10","10.3","0","0","3","3.1","63","64.9","49","59","34","41","69","83.1","8","9.6","5","6","1","1.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261618","VERTENTE DO LERIO","7776","2600","27","1","80","6","22.2","1","3.7","0","0","15","55.6","5","23.8","16","76.2","16","76.2","4","19","0","0","1","4.8","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261620","VERTENTES","23127","6536","327","5","969","36","11","0","0","3","0.9","158","48.3","219","78.5","60","21.5","165","59.1","72","25.8","4","1.4","38","13.6","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261630","VICENCIA","27151","8525","766","9","2337","92","12","0","0","56","7.3","399","52.1","421","61.4","265","38.6","402","58.6","165","24.1","2","0.3","117","17.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261640","VITORIA DE SANTO ANTAO","144243","25224","3720","14.7","11343","500","13.4","6","0.2","26","0.7","1707","45.9","2032","63.6","1164","36.4","2159","67.6","765","23.9","12","0.4","264","8.3","0","0","nov/2023 a abr/2026"
"NORDESTE","PE","261650","XEXEU","11699","3940","441","11.2","1386","40","9.1","0","0","3","0.7","226","51.2","248","64.9","134","35.1","277","72.5","84","22","9","2.4","12","3.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220005","ACAUA","6323","2063","51","2.5","145","12","23.5","0","0","1","2","30","58.8","24","51.1","23","48.9","6","12.8","28","59.6","0","0","13","27.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220010","AGRICOLANDIA","5016","1754","61","3.5","204","5","8.2","0","0","0","0","36","59","23","41.1","33","58.9","47","83.9","3","5.4","0","0","6","10.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220020","AGUA BRANCA","18095","4813","38","0.8","162","3","7.9","0","0","0","0","25","65.8","16","53.3","14","46.7","21","70","4","13.3","1","3.3","4","13.3","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220025","ALAGOINHA DO PIAUI","6876","2741","64","2.3","175","11","17.2","0","0","0","0","30","46.9","36","63.2","21","36.8","35","61.4","18","31.6","0","0","4","7","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220027","ALEGRETE DO PIAUI","4707","1337","85","6.4","216","17","20","0","0","1","1.2","31","36.5","45","52.9","40","47.1","75","88.2","3","3.5","5","5.9","2","2.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220030","ALTO LONGA","13729","2840","1434","50.5","4009","165","11.5","0","0","11","0.8","549","38.3","731","52.7","657","47.3","1089","78.5","146","10.5","10","0.7","143","10.3","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220040","ALTOS","50094","5949","433","7.3","1509","64","14.8","1","0.2","5","1.2","247","57","294","73.7","105","26.3","347","87","9","2.3","24","6","19","4.8","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220045","ALVORADA DO GURGUEIA","5474","1090","156","14.3","637","17","10.9","0","0","2","1.3","111","71.2","114","82.6","24","17.4","87","63","19","13.8","11","8","21","15.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220050","AMARANTE","17594","6061","2341","38.6","8114","264","11.3","2","0.1","602","25.7","1202","51.3","1192","55.4","960","44.6","1280","59.5","135","6.3","1","0","735","34.2","1","0","nov/2023 a abr/2026"
"NORDESTE","PI","220060","ANGICAL DO PIAUI","6991","2572","246","9.6","832","48","19.5","0","0","2","0.8","136","55.3","118","54.1","100","45.9","150","68.8","22","10.1","11","5","35","16.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220070","ANISIO DE ABREU","9649","3017","135","4.5","464","10","7.4","0","0","0","0","82","60.7","108","89.3","13","10.7","94","77.7","12","9.9","2","1.7","13","10.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220080","ANTONIO ALMEIDA","3234","1209","41","3.4","136","5","12.2","0","0","0","0","24","58.5","31","79.5","8","20.5","34","87.2","1","2.6","0","0","4","10.3","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220090","AROAZES","5413","2046","993","48.5","2838","94","9.5","0","0","4","0.4","376","37.9","442","46.7","505","53.3","746","78.8","102","10.8","29","3.1","69","7.3","1","0.1","nov/2023 a abr/2026"
"NORDESTE","PI","220095","AROEIRAS DO ITAIM","2777","1012","288","28.5","779","40","13.9","0","0","0","0","121","42","147","54","125","46","184","67.6","58","21.3","1","0.4","29","10.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220100","ARRAIAL","4517","1380","23","1.7","76","3","13","0","0","0","0","18","78.3","14","77.8","4","22.2","14","77.8","0","0","0","0","4","22.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220105","ASSUNCAO DO PIAUI","7596","2945","35","1.2","151","6","17.1","0","0","1","2.9","23","65.7","21","80.8","5","19.2","17","65.4","1","3.8","1","3.8","7","26.9","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220110","AVELINO LOPES","11118","2342","1180","50.4","3427","136","11.5","0","0","3","0.3","479","40.6","487","46.2","566","53.8","949","90.1","93","8.8","0","0","12","1.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220115","BAIXA GRANDE DO RIBEIRO","13983","4977","401","8.1","1462","19","4.7","0","0","2","0.5","253","63.1","210","61.4","132","38.6","285","83.3","10","2.9","18","5.3","27","7.9","2","0.6","nov/2023 a abr/2026"
"NORDESTE","PI","220117","BARRA D'ALCANTARA","4099","1404","24","1.7","61","3","12.5","0","0","0","0","11","45.8","19","82.6","4","17.4","19","82.6","4","17.4","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220120","BARRAS","49703","15178","8827","58.2","31186","944","10.7","2","0","62","0.7","4764","54","4706","60.6","3062","39.4","6640","85.5","389","5","239","3.1","500","6.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220130","BARREIRAS DO PIAUI","3336","562","306","54.4","1054","49","16","0","0","19","6.2","154","50.3","127","47.2","142","52.8","225","83.6","7","2.6","2","0.7","35","13","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220140","BARRO DURO","6731","2397","299","12.5","967","38","12.7","0","0","0","0","151","50.5","168","65.1","90","34.9","226","87.6","16","6.2","2","0.8","14","5.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220150","BATALHA","27129","9160","1422","15.5","4612","205","14.4","0","0","96","6.8","714","50.2","771","60.9","496","39.1","1133","89.4","50","3.9","10","0.8","74","5.8","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220155","BELA VISTA DO PIAUI","4225","653","2","0.3","5","0","0","0","0","0","0","1","50","1","50","1","50","0","0","2","100","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220157","BELEM DO PIAUI","3515","1039","9","0.9","25","1","11.1","0","0","0","0","5","55.6","5","55.6","4","44.4","7","77.8","0","0","0","0","2","22.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220160","BENEDITINOS","10093","3792","669","17.6","2151","76","11.4","0","0","1","0.1","353","52.8","397","65.1","213","34.9","510","83.6","54","8.9","12","2","34","5.6","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220170","BERTOLINIA","5715","2164","405","18.7","1285","39","9.6","0","0","4","1","210","51.9","195","54.8","161","45.2","263","73.9","18","5.1","1","0.3","74","20.8","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220173","BETANIA DO PIAUI","6596","1879","113","6","351","16","14.2","0","0","8","7.1","62","54.9","70","67.3","34","32.7","61","58.7","21","20.2","7","6.7","15","14.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220177","BOA HORA","7140","2402","1303","54.2","4577","159","12.2","0","0","9","0.7","743","57","727","62","446","38","1044","89","64","5.5","7","0.6","58","4.9","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220180","BOCAINA","4118","1772","261","14.7","874","57","21.8","0","0","1","0.4","149","57.1","97","42.5","131","57.5","184","80.7","32","14","1","0.4","11","4.8","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220190","BOM JESUS","30658","7519","923","12.3","3653","172","18.6","0","0","3","0.3","543","58.8","545","72.4","208","27.6","631","83.8","69","9.2","8","1.1","45","6","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220191","BOM PRINCIPIO DO PIAUI","5805","2541","145","5.7","479","15","10.3","0","0","0","0","61","42.1","68","51.1","65","48.9","105","78.9","21","15.8","1","0.8","6","4.5","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220192","BONFIM DO PIAUI","6117","1695","361","21.3","1076","66","18.3","0","0","36","10","171","47.4","128","37.8","211","62.2","228","67.3","45","13.3","10","2.9","56","16.5","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220194","BOQUEIRAO DO PIAUI","6751","1666","424","25.5","1516","65","15.3","1","0.2","1","0.2","214","50.5","222","56.2","173","43.8","385","97.5","3","0.8","1","0.3","6","1.5","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220196","BRASILEIRA","8684","3041","310","10.2","1020","44","14.2","0","0","1","0.3","157","50.6","186","66","96","34","218","77.3","27","9.6","14","5","23","8.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220198","BREJO DO PIAUI","3964","1488","127","8.5","381","16","12.6","0","0","0","0","69","54.3","49","43.8","63","56.2","80","71.4","11","9.8","6","5.4","15","13.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220200","BURITI DOS LOPES","20130","5758","602","10.5","2271","99","16.4","0","0","1","0.2","348","57.8","357","67.5","172","32.5","401","75.8","62","11.7","22","4.2","44","8.3","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220202","BURITI DOS MONTES","7517","2731","457","16.7","1546","58","12.7","0","0","3","0.7","254","55.6","169","40","254","60","400","94.6","15","3.5","0","0","8","1.9","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220205","CABECEIRAS DO PIAUI","10466","2764","277","10","881","30","10.8","0","0","6","2.2","113","40.8","203","78.7","55","21.3","238","92.2","6","2.3","7","2.7","7","2.7","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220207","CAJAZEIRAS DO PIAUI","3135","1009","178","17.6","492","14","7.9","0","0","0","0","89","50","107","64.1","60","35.9","118","70.7","8","4.8","1","0.6","40","24","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220208","CAJUEIRO DA PRAIA","8246","2505","217","8.7","853","12","5.5","0","0","0","0","125","57.6","155","81.6","35","18.4","140","73.7","42","22.1","0","0","8","4.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220209","CALDEIRAO GRANDE DO PIAUI","5602","2298","56","2.4","166","5","8.9","0","0","0","0","34","60.7","15","28.3","38","71.7","42","79.2","8","15.1","1","1.9","2","3.8","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220210","CAMPINAS DO PIAUI","4964","1899","95","5","252","8","8.4","0","0","11","11.6","44","46.3","44","50","44","50","64","72.7","13","14.8","0","0","11","12.5","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220211","CAMPO ALEGRE DO FIDALGO","4698","1369","200","14.6","561","41","20.5","0","0","1","0.5","88","44","76","42.2","104","57.8","107","59.4","73","40.6","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220213","CAMPO GRANDE DO PIAUI","6211","2289","300","13.1","735","23","7.7","0","0","0","0","121","40.3","169","59.9","113","40.1","263","93.3","13","4.6","0","0","6","2.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220217","CAMPO LARGO DO PIAUI","7669","2099","7","0.3","32","1","14.3","0","0","1","14.3","4","57.1","2","40","3","60","4","80","1","20","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220220","CAMPO MAIOR","47119","16313","2604","16","7863","425","16.3","1","0","16","0.6","1172","45","1602","64.5","882","35.5","2282","91.9","90","3.6","32","1.3","81","3.3","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220225","CANAVIEIRA","3404","1325","55","4.2","258","14","25.5","0","0","5","9.1","33","60","16","40","24","60","35","87.5","1","2.5","1","2.5","3","7.5","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220230","CANTO DO BURITI","19639","7332","609","8.3","1913","110","18.1","0","0","20","3.3","260","42.7","248","47.1","279","52.9","414","78.6","67","12.7","4","0.8","42","8","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220240","CAPITAO DE CAMPOS","11362","4756","503","10.6","1645","50","9.9","0","0","6","1.2","280","55.7","277","60.5","181","39.5","382","83.4","43","9.4","0","0","31","6.8","2","0.4","nov/2023 a abr/2026"
"NORDESTE","PI","220245","CAPITAO GERVASIO OLIVEIRA","4071","1542","514","33.3","1328","46","8.9","0","0","1","0.2","226","44","277","56.3","215","43.7","315","64","103","20.9","14","2.8","60","12.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220250","CARACOL","10546","3625","470","13","1473","51","10.9","0","0","2","0.4","270","57.4","265","61.9","163","38.1","231","54","75","17.5","6","1.4","116","27.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220253","CARAUBAS DO PIAUI","5581","2382","354","14.9","1178","61","17.2","0","0","1","0.3","181","51.1","278","87.1","41","12.9","257","80.6","37","11.6","3","0.9","22","6.9","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220255","CARIDADE DO PIAUI","5176","1755","69","3.9","234","14","20.3","0","0","0","0","45","65.2","36","55.4","29","44.6","40","61.5","16","24.6","5","7.7","4","6.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220260","CASTELO DO PIAUI","19669","6686","700","10.5","2359","95","13.6","1","0.1","0","0","386","55.1","490","72.9","182","27.1","580","86.3","55","8.2","3","0.4","34","5.1","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220265","CAXINGO","5682","2188","31","1.4","134","3","9.7","0","0","1","3.2","26","83.9","26","89.7","3","10.3","28","96.6","0","0","0","0","1","3.4","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220270","COCAL","29302","9823","757","7.7","2443","164","21.7","0","0","4","0.5","400","52.8","374","56.1","293","43.9","413","61.9","194","29.1","0","0","58","8.7","2","0.3","nov/2023 a abr/2026"
"NORDESTE","PI","220271","COCAL DE TELHA","5046","1592","3","0.2","11","1","33.3","0","0","0","0","2","66.7","1","100","0","0","1","100","0","0","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220272","COCAL DOS ALVES","6596","1782","5","0.3","15","2","40","0","0","0","0","2","40","4","80","1","20","0","0","5","100","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220273","COIVARAS","4249","1477","157","10.6","604","21","13.4","0","0","1","0.6","113","72","93","66","48","34","131","92.9","0","0","3","2.1","7","5","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220275","COLONIA DO GURGUEIA","6294","1988","289","14.5","1013","43","14.9","0","0","0","0","164","56.7","179","71.3","72","28.7","223","88.8","14","5.6","1","0.4","13","5.2","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220277","COLONIA DO PIAUI","7067","2741","265","9.7","722","54","20.4","0","0","4","1.5","102","38.5","189","79.1","50","20.9","201","84.1","14","5.9","3","1.3","21","8.8","0","0","nov/2023 a abr/2026"
"NORDESTE","PI","220280","CONCEICAO DO CANINDE","5078","2117","292","13.8","980","56","19.2","0","0","0","0","145","49.7","193","78.5","53","21.5","164","66.7","53","21.5","2","0.8","26","10.6","1","0.4","nov/2023 a abr/2026"
