"Região","UF","IBGE","Município","População*","Domicílios com a TRIA aplicada","Domicílios em risco de insegurança alimentar","% Domicílios em risco de insegurança alimentar","Pessoas em domicílios em risco de insegurança alimentar","Domicílios em risco de insegurança alimentar com pessoas com deficiência","% de domicílios em risco de insegurança alimentar com pessoas com deficiência","Domicílios em risco de insegurança alimentar com pessoas em situação de rua","% de domicílios em risco de insegurança alimentar com pessoas em situação de rua","Domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional","% de domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional","Domicílios em risco de insegurança alimentar com pessoas menores de 18 anos","% de domicílios em risco de insegurança alimentar com pessoas menores de 18 anos","Domicílios em risco de insegurança alimentar com RF respondente do sexo feminino","% de domicílios em risco de insegurança alimentar com RF respondente do sexo feminino","Domicílios em risco de insegurança alimentar com RF respondente do sexo masculino","% de domicílios em risco de insegurança alimentar com RF respondente do sexo masculino","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo","% de domicílios com RF respondente autodeclarado pardo","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco","% de domicílios com RF respondente autodeclarado branco","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo","% de domicílios com RF respondente autodeclarado amarelo","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto","% de domicílios com RF respondente autodeclarado preto","Domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena","% de domicílios com RF respondente autodeclarado indígena","Competência"
"NORDESTE","BA","290450","BROTAS DE MACAUBAS","12180","3187","354","11.1","1233","47","13.3","0","0","5","1.4","228","64.4","185","57.1","139","42.9","256","79","36","11.1","0","0","32","9.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290460","BRUMADO","74368","26330","443","1.7","1417","73","16.5","0","0","2","0.5","226","51","246","68.1","115","31.9","220","60.9","124","34.3","2","0.6","16","4.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290470","BUERAREMA","14950","6433","754","11.7","2373","133","17.6","0","0","9","1.2","354","46.9","438","65.6","230","34.4","446","66.8","44","6.6","27","4","150","22.5","1","0.1","nov/2023 a abr/2026"
"NORDESTE","BA","290475","BURITIRAMA","20221","5316","1071","20.1","3917","120","11.2","1","0.1","20","1.9","620","57.9","395","44.6","490","55.4","585","66.1","126","14.2","42","4.7","132","14.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290480","CAATIBA","6128","2165","10","0.5","26","4","40","0","0","0","0","5","50","4","66.7","2","33.3","5","83.3","1","16.7","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290485","CABACEIRAS DO PARAGUACU","17024","5578","317","5.7","1098","35","11","0","0","0","0","186","58.7","207","74.2","72","25.8","140","50.2","21","7.5","8","2.9","111","39.8","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290490","CACHOEIRA","30498","8763","1265","14.4","3512","152","12","0","0","417","33","591","46.7","778","67.7","372","32.3","488","42.4","33","2.9","3","0.3","626","54.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290500","CACULE","23293","6980","577","8.3","1864","71","12.3","0","0","3","0.5","317","54.9","326","66.4","165","33.6","338","68.8","112","22.8","0","0","40","8.1","1","0.2","nov/2023 a abr/2026"
"NORDESTE","BA","290510","CAEM","10733","3024","167","5.5","552","18","10.8","0","0","5","3","94","56.3","86","55.8","68","44.2","102","66.2","6","3.9","2","1.3","44","28.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290515","CAETANOS","11432","2858","62","2.2","206","7","11.3","0","0","0","0","35","56.5","25","41.7","35","58.3","51","85","4","6.7","3","5","2","3.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290520","CAETITE","54730","12581","332","2.6","958","55","16.6","0","0","20","6","206","62","266","87.2","39","12.8","194","63.6","49","16.1","2","0.7","60","19.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290530","CAFARNAUM","18057","4313","615","14.3","2010","79","12.8","0","0","2","0.3","363","59","400","76.2","125","23.8","405","77.1","48","9.1","5","1","67","12.8","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290540","CAIRU","18578","5174","695","13.4","2227","98","14.1","1","0.1","304","43.7","348","50.1","434","71.4","174","28.6","349","57.4","52","8.6","8","1.3","199","32.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290550","CALDEIRAO GRANDE","13597","2381","209","8.8","713","33","15.8","0","0","10","4.8","121","57.9","145","81","34","19","136","76","20","11.2","1","0.6","22","12.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290560","CAMACAN","22485","7132","669","9.4","2265","130","19.4","0","0","10","1.5","386","57.7","410","68.8","186","31.2","398","66.8","59","9.9","2","0.3","134","22.5","4","0.7","nov/2023 a abr/2026"
"NORDESTE","BA","290570","CAMACARI","321636","51060","7248","14.2","22996","842","11.6","52","0.7","100","1.4","3789","52.3","4915","74.9","1646","25.1","4356","66.4","385","5.9","126","1.9","1692","25.8","3","0","nov/2023 a abr/2026"
"NORDESTE","BA","290580","CAMAMU","31694","7503","871","11.6","2832","137","15.7","0","0","171","19.6","520","59.7","496","64.2","277","35.8","373","48.3","81","10.5","8","1","310","40.1","2","0.3","nov/2023 a abr/2026"
"NORDESTE","BA","290590","CAMPO ALEGRE DE LOURDES","32500","4035","231","5.7","768","13","5.6","0","0","0","0","141","61","117","58.2","84","41.8","164","81.6","23","11.4","3","1.5","11","5.5","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290600","CAMPO FORMOSO","75112","14268","1482","10.4","4815","187","12.6","0","0","216","14.6","854","57.6","851","66.6","427","33.4","803","62.8","172","13.5","24","1.9","277","21.7","2","0.2","nov/2023 a abr/2026"
"NORDESTE","BA","290610","CANAPOLIS","10641","2745","222","8.1","751","12","5.4","0","0","0","0","117","52.7","80","43.2","105","56.8","100","54.1","56","30.3","6","3.2","23","12.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290620","CANARANA","25007","10128","147","1.5","473","15","10.2","1","0.7","27","18.4","81","55.1","83","68.6","38","31.4","94","77.7","11","9.1","1","0.8","15","12.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290630","CANAVIEIRAS","34392","7207","821","11.4","2574","143","17.4","1","0.1","47","5.7","382","46.5","488","68.2","228","31.8","484","67.6","76","10.6","3","0.4","152","21.2","1","0.1","nov/2023 a abr/2026"
"NORDESTE","BA","290640","CANDEAL","7940","2535","264","10.4","736","26","9.8","0","0","5","1.9","122","46.2","142","62.3","86","37.7","116","50.9","8","3.5","0","0","105","46.1","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290650","CANDEIAS","74854","14634","4357","29.8","12320","11","0.3","7","0.2","27","0.6","1904","43.7","2664","65.6","1399","34.4","2521","62","165","4.1","24","0.6","1353","33.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290660","CANDIBA","13417","4645","299","6.4","930","26","8.7","0","0","1","0.3","163","54.5","243","83.5","48","16.5","192","66","58","19.9","4","1.4","37","12.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290670","CANDIDO SALES","26469","10086","855","8.5","2606","82","9.6","0","0","1","0.1","411","48.1","550","72.9","204","27.1","534","70.8","140","18.6","0","0","81","10.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290680","CANSANCAO","39725","9537","513","5.4","1726","54","10.5","5","1","1","0.2","271","52.8","327","73.8","116","26.2","378","85.3","36","8.1","9","2","20","4.5","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290682","CANUDOS","16693","3115","281","9","883","48","17.1","1","0.4","1","0.4","154","54.8","149","56","117","44","234","88","18","6.8","1","0.4","13","4.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290685","CAPELA DO ALTO ALEGRE","11035","1249","124","9.9","375","21","16.9","0","0","0","0","51","41.1","62","54.4","52","45.6","88","77.2","5","4.4","2","1.8","19","16.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290687","CAPIM GROSSO","35437","10222","493","4.8","1679","101","20.5","0","0","2","0.4","278","56.4","361","84.3","67","15.7","304","71","56","13.1","6","1.4","62","14.5","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290689","CARAIBAS","10259","2362","28","1.2","101","3","10.7","0","0","0","0","16","57.1","20","74.1","7","25.9","21","77.8","6","22.2","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290690","CARAVELAS","21384","5181","1219","23.5","4012","128","10.5","5","0.4","90","7.4","619","50.8","698","74.3","241","25.7","375","39.9","88","9.4","49","5.2","428","45.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290700","CARDEAL DA SILVA","8633","3798","1296","34.1","4364","81","6.2","0","0","11","0.8","698","53.9","669","67.8","317","32.2","504","51.1","63","6.4","9","0.9","402","40.8","8","0.8","nov/2023 a abr/2026"
"NORDESTE","BA","290710","CARINHANHA","30439","6350","1048","16.5","3437","178","17","0","0","110","10.5","642","61.3","637","65.6","334","34.4","747","76.9","88","9.1","10","1","126","13","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290720","CASA NOVA","76131","6395","706","11","2344","89","12.6","0","0","11","1.6","395","55.9","468","72.6","177","27.4","456","70.7","121","18.8","11","1.7","57","8.8","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290730","CASTRO ALVES","25470","10334","437","4.2","1368","66","15.1","1","0.2","2","0.5","200","45.8","288","78.7","78","21.3","244","66.7","18","4.9","30","8.2","72","19.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290740","CATOLANDIA","3567","1063","97","9.1","414","16","16.5","0","0","2","2.1","69","71.1","33","36.7","57","63.3","55","61.1","13","14.4","1","1.1","21","23.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290750","CATU","50109","13821","1507","10.9","4594","82","5.4","9","0.6","5","0.3","667","44.3","912","72.5","346","27.5","925","73.5","41","3.3","32","2.5","261","20.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290755","CATURAMA","9108","1667","9","0.5","27","2","22.2","0","0","0","0","3","33.3","5","71.4","2","28.6","2","28.6","4","57.1","0","0","1","14.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290760","CENTRAL","16847","5883","403","6.9","1373","49","12.2","0","0","7","1.7","214","53.1","265","73.2","97","26.8","310","85.6","27","7.5","0","0","25","6.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290770","CHORROCHO","10933","1118","154","13.8","669","20","13","0","0","0","0","107","69.5","96","69.1","43","30.9","132","95","1","0.7","0","0","6","4.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290780","CICERO DANTAS","32292","6216","484","7.8","1342","37","7.6","2","0.4","1","0.2","213","44","282","61.4","177","38.6","228","49.7","140","30.5","24","5.2","64","13.9","3","0.7","nov/2023 a abr/2026"
"NORDESTE","BA","290790","CIPO","17875","4376","182","4.2","691","21","11.5","0","0","7","3.8","121","66.5","132","82","29","18","103","64","11","6.8","1","0.6","45","28","1","0.6","nov/2023 a abr/2026"
"NORDESTE","BA","290800","COARACI","17557","7211","946","13.1","2860","149","15.8","0","0","6","0.6","429","45.3","540","64","304","36","606","71.8","67","7.9","9","1.1","162","19.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290810","COCOS","19865","5872","457","7.8","1364","38","8.3","0","0","2","0.4","238","52.1","340","80.2","84","19.8","185","43.6","183","43.2","8","1.9","48","11.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290820","CONCEICAO DA FEIRA","21529","5754","365","6.3","1341","52","14.2","1","0.3","11","3","213","58.4","227","72.1","88","27.9","152","48.3","14","4.4","5","1.6","144","45.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290830","CONCEICAO DO ALMEIDA","16134","6959","1688","24.3","4435","216","12.8","1","0.1","3","0.2","743","44","1048","65.4","555","34.6","851","53.1","59","3.7","27","1.7","666","41.5","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290840","CONCEICAO DO COITE","71601","19914","1191","6","3891","163","13.7","1","0.1","8","0.7","672","56.4","804","73","297","27","740","67.2","118","10.7","23","2.1","219","19.9","1","0.1","nov/2023 a abr/2026"
"NORDESTE","BA","290850","CONCEICAO DO JACUIPE","37622","8924","464","5.2","1354","65","14","0","0","1","0.2","254","54.7","336","83.8","65","16.2","245","61.1","6","1.5","18","4.5","132","32.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290860","CONDE","24460","6230","1493","24","4961","261","17.5","0","0","78","5.2","866","58","881","67.4","426","32.6","942","72.1","54","4.1","9","0.7","302","23.1","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290870","CONDEUBA","17567","6077","166","2.7","574","15","9","0","0","22","13.3","98","59","100","69","45","31","115","79.3","22","15.2","0","0","8","5.5","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290880","CONTENDAS DO SINCORA","4499","1512","269","17.8","829","58","21.6","0","0","1","0.4","144","53.5","204","78.5","56","21.5","169","65","48","18.5","1","0.4","42","16.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290890","CORACAO DE MARIA","28408","6687","833","12.5","2918","108","13","0","0","5","0.6","483","58","413","55.7","329","44.3","465","62.7","23","3.1","3","0.4","251","33.8","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290900","CORDEIROS","7748","2837","102","3.6","356","16","15.7","0","0","1","1","58","56.9","57","64","32","36","55","61.8","32","36","0","0","2","2.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290910","CORIBE","14463","4289","207","4.8","649","27","13","0","0","0","0","108","52.2","139","76.8","42","23.2","152","84","18","9.9","2","1.1","9","5","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290920","CORONEL JOAO SA","17598","6195","13","0.2","39","1","7.7","0","0","0","0","5","38.5","7","70","3","30","10","100","0","0","0","0","0","0","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290930","CORRENTINA","34266","5695","564","9.9","1952","92","16.3","0","0","15","2.7","361","64","424","82.2","92","17.8","332","64.3","93","18","2","0.4","89","17.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290940","COTEGIPE","13463","1784","444","24.9","1570","49","11","1","0.2","13","2.9","271","61","288","69.4","127","30.6","307","74","49","11.8","4","1","55","13.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290950","CRAVOLANDIA","4491","1944","524","27","1587","61","11.6","2","0.4","0","0","248","47.3","357","73.8","127","26.2","294","60.7","50","10.3","1","0.2","139","28.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290960","CRISOPOLIS","20346","3929","157","4","488","16","10.2","0","0","0","0","79","50.3","92","64.3","51","35.7","124","86.7","10","7","2","1.4","7","4.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290970","CRISTOPOLIS","14549","4924","561","11.4","1881","49","8.7","0","0","4","0.7","325","57.9","345","67.5","166","32.5","418","81.8","50","9.8","15","2.9","28","5.5","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290980","CRUZ DAS ALMAS","63326","19933","2161","10.8","6578","330","15.3","1","0","66","3.1","1074","49.7","1314","70.7","544","29.3","1024","55.1","103","5.5","22","1.2","709","38.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290990","CURACA","36127","3614","216","6","703","29","13.4","0","0","69","31.9","133","61.6","110","60.4","72","39.6","134","73.6","15","8.2","4","2.2","16","8.8","13","7.1","nov/2023 a abr/2026"
"NORDESTE","BA","291000","DARIO MEIRA","11054","3692","129","3.5","429","8","6.2","0","0","2","1.6","86","66.7","92","76","29","24","88","72.7","8","6.6","0","0","25","20.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291005","DIAS D'AVILA","75296","10911","1244","11.4","3639","143","11.5","0","0","11","0.9","610","49","831","73.7","297","26.3","662","58.7","76","6.7","31","2.7","359","31.8","1","0.1","nov/2023 a abr/2026"
"NORDESTE","BA","291010","DOM BASILIO","12329","2869","159","5.5","562","15","9.4","0","0","0","0","86","54.1","56","37.8","92","62.2","71","48","62","41.9","3","2","11","7.4","1","0.7","nov/2023 a abr/2026"
"NORDESTE","BA","291020","DOM MACEDO COSTA","4608","1945","495","25.4","1434","56","11.3","0","0","0","0","221","44.6","269","59.9","180","40.1","247","55","30","6.7","0","0","171","38.1","1","0.2","nov/2023 a abr/2026"
"NORDESTE","BA","291030","ELISIO MEDRADO","8069","2955","288","9.7","865","41","14.2","0","0","1","0.3","151","52.4","156","57.4","116","42.6","164","60.3","29","10.7","0","0","79","29","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291040","ENCRUZILHADA","19450","5308","272","5.1","896","47","17.3","0","0","1","0.4","165","60.7","183","78.5","50","21.5","192","82.4","20","8.6","1","0.4","20","8.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291050","ENTRE RIOS","39890","11424","4163","36.4","11881","238","5.7","4","0.1","74","1.8","2109","50.7","3001","77.4","875","22.6","2238","57.7","255","6.6","22","0.6","1361","35.1","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","290050","ERICO CARDOSO","10947","3425","148","4.3","482","12","8.1","0","0","1","0.7","78","52.7","109","81.3","25","18.7","84","62.7","20","14.9","0","0","30","22.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291060","ESPLANADA","34163","6890","1250","18.1","4109","191","15.3","4","0.3","37","3","737","59","737","64.8","401","35.2","800","70.3","86","7.6","15","1.3","237","20.8","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291070","EUCLIDES DA CUNHA","64768","12474","1142","9.2","3347","134","11.7","1","0.1","13","1.1","584","51.1","732","68.9","330","31.1","855","80.5","91","8.6","69","6.5","47","4.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291072","EUNAPOLIS","121067","19602","1461","7.5","4928","153","10.5","11","0.8","15","1","796","54.5","929","76.8","281","23.2","834","68.9","193","16","16","1.3","163","13.5","4","0.3","nov/2023 a abr/2026"
"NORDESTE","BA","291075","FATIMA","18480","5857","180","3.1","454","29","16.1","0","0","14","7.8","79","43.9","117","67.6","56","32.4","108","62.4","48","27.7","3","1.7","14","8.1","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291077","FEIRA DA MATA","5831","1754","43","2.5","139","5","11.6","0","0","0","0","29","67.4","24","58.5","17","41.5","35","85.4","5","12.2","0","0","1","2.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291080","FEIRA DE SANTANA","660806","83632","497","0.6","1518","90","18.1","0","0","4","0.8","274","55.1","336","84.6","61","15.4","268","67.5","23","5.8","43","10.8","63","15.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291085","FILADELFIA","18637","3138","204","6.5","636","19","9.3","0","0","33","16.2","106","52","129","67.2","63","32.8","166","86.5","7","3.6","4","2.1","15","7.8","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291090","FIRMINO ALVES","4993","1245","42","3.4","133","7","16.7","0","0","1","2.4","22","52.4","29","76.3","9","23.7","29","76.3","6","15.8","0","0","3","7.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291100","FLORESTA AZUL","11455","3682","443","12","1372","52","11.7","0","0","6","1.4","239","54","294","72.8","110","27.2","248","61.4","58","14.4","0","0","95","23.5","3","0.7","nov/2023 a abr/2026"
"NORDESTE","BA","291110","FORMOSA DO RIO PRETO","27567","3661","405","11.1","1419","42","10.4","0","0","18","4.4","244","60.2","291","84.3","54","15.7","284","82.3","20","5.8","1","0.3","40","11.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291120","GANDU","34051","7029","348","5","1047","65","18.7","1","0.3","2","0.6","184","52.9","202","67.1","99","32.9","180","59.8","41","13.6","0","0","80","26.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291125","GAVIAO","4489","1291","23","1.8","73","3","13","0","0","0","0","12","52.2","16","72.7","6","27.3","15","68.2","3","13.6","1","4.5","3","13.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291130","GENTIO DO OURO","11276","3580","181","5.1","551","17","9.4","0","0","12","6.6","109","60.2","87","56.1","68","43.9","98","63.2","44","28.4","1","0.6","12","7.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291140","GLORIA","16107","3846","150","3.9","431","7","4.7","0","0","4","2.7","67","44.7","87","64.4","48","35.6","108","80","17","12.6","0","0","5","3.7","5","3.7","nov/2023 a abr/2026"
"NORDESTE","BA","291150","GONGOGI","5479","2202","245","11.1","780","51","20.8","2","0.8","3","1.2","118","48.2","155","72.1","60","27.9","156","72.6","6","2.8","4","1.9","50","23.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291160","GOVERNADOR MANGABEIRA","21353","8461","1238","14.6","3883","175","14.1","0","0","36","2.9","687","55.5","792","73","293","27","581","53.5","46","4.2","10","0.9","447","41.2","1","0.1","nov/2023 a abr/2026"
"NORDESTE","BA","291165","GUAJERU","8177","2216","83","3.7","290","7","8.4","0","0","1","1.2","49","59","55","71.4","22","28.6","74","96.1","1","1.3","0","0","2","2.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291170","GUANAMBI","93488","26110","1460","5.6","4688","243","16.6","2","0.1","5","0.3","770","52.7","991","75.1","328","24.9","771","58.5","274","20.8","11","0.8","263","19.9","1","0.1","nov/2023 a abr/2026"
"NORDESTE","BA","291180","GUARATINGA","19413","1952","210","10.8","689","35","16.7","2","1","4","1.9","135","64.3","119","75.3","39","24.7","129","81.6","19","12","0","0","9","5.7","2","1.3","nov/2023 a abr/2026"
"NORDESTE","BA","291185","HELIOPOLIS","13055","3637","290","8","792","34","11.7","0","0","1","0.3","113","39","103","37.1","175","62.9","200","71.9","66","23.7","4","1.4","8","2.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291190","IACU","25315","6000","792","13.2","2685","158","19.9","2","0.3","13","1.6","461","58.2","452","66.6","227","33.4","473","69.7","82","12.1","0","0","124","18.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291200","IBIASSUCE","10746","1769","8","0.5","28","1","12.5","0","0","0","0","5","62.5","2","33.3","4","66.7","2","33.3","2","33.3","0","0","2","33.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291210","IBICARAI","22131","8931","1092","12.2","3302","177","16.2","0","0","5","0.5","511","46.8","718","73.3","262","26.7","631","64.4","182","18.6","3","0.3","163","16.6","1","0.1","nov/2023 a abr/2026"
"NORDESTE","BA","291220","IBICOARA","21827","5308","43","0.8","179","11","25.6","0","0","0","0","24","55.8","19","51.4","18","48.6","24","64.9","4","10.8","1","2.7","8","21.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291230","IBICUI","14264","4228","88","2.1","314","10","11.4","0","0","1","1.1","54","61.4","55","74.3","19","25.7","50","67.6","11","14.9","1","1.4","12","16.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291240","IBIPEBA","17134","3765","64","1.7","218","6","9.4","0","0","6","9.4","38","59.4","23","40.4","34","59.6","47","82.5","7","12.3","0","0","3","5.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291250","IBIPITANGA","14317","2605","323","12.4","1111","60","18.6","1","0.3","4","1.2","177","54.8","119","41.9","165","58.1","146","51.4","99","34.9","9","3.2","30","10.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291260","IBIQUERA","3833","638","103","16.1","351","22","21.4","1","1","1","1","66","64.1","63","67","31","33","85","90.4","2","2.1","1","1.1","6","6.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291270","IBIRAPITANGA","26917","5775","542","9.4","1813","109","20.1","0","0","8","1.5","301","55.5","346","73.5","125","26.5","231","49","21","4.5","8","1.7","211","44.8","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291280","IBIRAPUA","9297","3421","206","6","661","1","0.5","0","0","25","12.1","101","49","120","64.9","65","35.1","97","52.4","31","16.8","5","2.7","52","28.1","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291290","IBIRATAIA","19377","4930","769","15.6","2192","138","17.9","0","0","2","0.3","376","48.9","450","65.1","241","34.9","568","82.2","32","4.6","19","2.7","72","10.4","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291300","IBITIARA","15049","2391","27","1.1","90","8","29.6","0","0","1","3.7","14","51.9","15","65.2","8","34.8","17","73.9","5","21.7","0","0","1","4.3","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291310","IBITITA","17517","7308","455","6.2","1427","53","11.6","0","0","116","25.5","253","55.6","294","70.3","124","29.7","238","56.9","100","23.9","6","1.4","74","17.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291320","IBOTIRAMA","27723","8083","814","10.1","2523","92","11.3","2","0.2","45","5.5","430","52.8","464","64.4","257","35.6","560","77.7","60","8.3","9","1.2","92","12.8","1","0.1","nov/2023 a abr/2026"
"NORDESTE","BA","291330","ICHU","6428","2167","574","26.5","1812","95","16.6","0","0","6","1","324","56.4","357","65.7","186","34.3","222","40.9","94","17.3","1","0.2","226","41.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291340","IGAPORA","16069","4075","672","16.5","2010","83","12.4","0","0","16","2.4","343","51","440","68.4","203","31.6","311","48.4","160","24.9","4","0.6","168","26.1","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291345","IGRAPIUNA","13501","4179","460","11","1399","52","11.3","0","0","88","19.1","243","52.8","168","39.3","259","60.7","267","62.5","30","7","2","0.5","129","30.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291350","IGUAI","21763","5253","344","6.5","1119","56","16.3","0","0","2","0.6","176","51.2","198","65.3","105","34.7","221","72.9","46","15.2","0","0","36","11.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291360","ILHEUS","189149","23897","3757","15.7","11548","508","13.5","18","0.5","69","1.8","1706","45.4","2222","66","1144","34","2344","69.6","306","9.1","20","0.6","660","19.6","38","1.1","nov/2023 a abr/2026"
"NORDESTE","BA","291370","INHAMBUPE","35390","10018","1814","18.1","5260","232","12.8","1","0.1","114","6.3","958","52.8","1191","72.1","461","27.9","1195","72.3","92","5.6","33","2","333","20.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291380","IPECAETA","14016","3550","403","11.4","1267","43","10.7","0","0","2","0.5","213","52.9","169","47.3","188","52.7","268","75.1","25","7","1","0.3","63","17.6","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291390","IPIAU","42429","9686","575","5.9","1815","101","17.6","0","0","1","0.2","308","53.6","381","73.4","138","26.6","309","59.5","35","6.7","8","1.5","167","32.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291400","IPIRA","59222","16795","2690","16","7298","382","14.2","0","0","95","3.5","1244","46.2","1729","70.6","720","29.4","1627","66.4","264","10.8","17","0.7","541","22.1","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291410","IPUPIARA","10349","1423","172","12.1","563","16","9.3","0","0","1","0.6","105","61","78","51.3","74","48.7","76","50","64","42.1","0","0","12","7.9","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291420","IRAJUBA","6232","2027","115","5.7","345","21","18.3","0","0","0","0","50","43.5","58","59.2","40","40.8","56","57.1","6","6.1","2","2","34","34.7","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291430","IRAMAIA","11038","1894","200","10.6","688","39","19.5","0","0","8","4","110","55","89","55.6","71","44.4","133","83.1","9","5.6","0","0","18","11.2","0","0","nov/2023 a abr/2026"
"NORDESTE","BA","291440","IRAQUARA","24833","7390","262","3.5","825","38","14.5","0","0","27","10.3","153","58.4","124","51.2","118","48.8","224","92.6","6","2.5","1","0.4","11","4.5","0","0","nov/2023 a abr/2026"
